normalized_counts,AMPL117564,AMPL401249,AMPL401250,AMPL401252,AMPL401253
cell_1-RY,0.03774816995254913,0.2211123604010166,1.3205572994980268,0.24603343391857077,0.35812193543786414
cell_10-RY,0.29712035219429445,2.0067898142620946,1.3025393680101705,1.2357087766907124,0.46021559307402604
cell_100-RY,0.5856879017397242,1.0833805180749914,0.6243283912113531,0.13394287593021362,0.9191202069424449
cell_1000-RY,2.225106485341568,2.360696740009832,1.1705514376653163,2.4746679903998228,0.25130812777450323
cell_1001-RY,1.4114492027387706,3.0926004584030418,3.1801115673574345,1.3718529113395823,2.6428830204102485
cell_1002-RY,1.2153669711828243,1.0273906942864048,0.47191038687054027,0.29099269138835143,1.0757176868175065
cell_1003-RY,6.286256485682832,6.076562719943593,5.80256879563494,3.8327755370166106,7.615836793441307
cell_1004-RY,4.4055607539494135,2.245763013361969,3.165937440753755,2.677585507996634,2.475268920870289
cell_1005-RY,0.0,0.1709301480614788,1.3904431218004716,0.08068891432187286,0.20134176566467038
cell_1006-RY,4.46613303674789,5.117939564689176,7.38562719498343,7.16948174469195,4.775122046926042
cell_1007-RY,7.810459442405959,5.384037581478186,7.554406265811239,4.726007334280114,7.127808088604092
cell_1008-RY,0.3645561968912306,1.478361898894465,2.3062820763406267,2.0470920976691773,1.9763390758230188
cell_1009-RY,9.065596629383165,7.877816974200979,8.161437614605914,6.15428073678306,9.777172489598806
cell_101-RY,8.481303525977767,6.270354563864421,9.511327993685745,5.643676042020056,5.476557000030749
cell_1010-RY,0.32808970507806656,0.4301186612680546,2.174717510826195,1.3210617304270036,0.5632379722229497
cell_1011-RY,6.303536252594644,7.754833841651511,5.660593164928886,6.054620286877636,9.052808197608355
cell_1012-RY,2.1444570361230575,2.076161140922963,1.2090172086646611,0.8126192933255758,2.162897076426056
cell_1013-RY,0.9147164057537432,1.132836576355584,0.0,0.9857008172092687,0.09917756392037856
cell_1014-RY,5.382790176993673,3.181810870631933,5.454862867671714,4.093101056649724,6.616686891601042
cell_1015-RY,2.626609285952677,4.40977803189338,3.4689959929701795,3.2794514708684397,3.64997915424646
cell_1016-RY,1.303832322451638,0.4339365126038753,0.05456030810936642,0.25751707437781574,0.923706253698949
cell_1017-RY,0.0,0.580453527431802,0.7618337081897857,0.3172719938299048,1.4349268229294914
cell_1018-RY,6.583222874949683,6.071125790754992,7.325857984633586,5.889313167160676,5.618871301524723
cell_1019-RY,3.049272873639021,3.3124193368947545,3.365211439047408,3.1847698347713065,3.601889447033649
cell_102-RY,1.1640385675226195,0.41985416324035685,0.8129611737371893,0.6976479632373385,0.9792168053688329
cell_1020-RY,4.185625238519778,4.310083908094678,6.1227616946835175,5.173474870306976,5.261299735855229
cell_1021-RY,0.7481888945927982,0.6096049209799078,0.29001829534486007,0.42776439458255,0.5870665328646061
cell_1022-RY,0.0,0.799544251564582,0.5547230845674955,0.29174405666641945,1.74996227990407
cell_1023-RY,8.903470078790697,7.1070774967752,9.589559442607216,8.177392727876176,8.446841107099331
cell_1024-RY,0.18926872064945394,0.0,0.487881813815168,0.2138253354031354,0.05130336168200587
cell_1025-RY,1.0765938853993722,0.8029657349191595,0.6176593578258108,0.6915282992049825,0.6661167480110494
cell_1026-RY,9.474039788502202,6.328013970211235,7.230276930372191,5.8049909271576405,8.161507136729817
cell_1027-RY,5.249259131405932,5.7762082735000755,6.7333438228602365,5.177627913867602,7.221061368192734
cell_1028-RY,3.065464589386942,0.0,0.5879397430200695,0.2830493784493878,1.8176545266092996
cell_1029-RY,6.577878302329586,5.975654971004225,6.790273448570008,4.859816158027527,5.2072500177540535
cell_103-RY,0.12627785617710832,0.44028616361684697,0.4908468850550677,0.07315986649226819,0.456386630652429
cell_1030-RY,4.650133004898969,6.5879630303039045,5.455087533000195,3.1075743562069347,3.589944864812572
cell_1031-RY,1.2982121845495576,0.28855839079388584,0.6473744326101682,0.3525596981711954,0.5498353826588588
cell_1032-RY,6.518193608320597,4.9596911955419785,7.05203564672462,5.163947645998441,4.889593314655324
cell_1033-RY,1.8084459046061976,3.3758197295574597,1.4514349758847391,0.6528191610111693,0.8295676880736759
cell_1034-RY,0.0,0.38994638411964244,0.37400540662281573,1.6821828040647737,0.3886596313981303
cell_1035-RY,0.42306667614831434,0.4277742649109009,0.5842218953552243,0.5055318000145959,0.3822562021441204
cell_1036-RY,6.797197820648657,5.076327047524219,5.7045604795240585,5.9316625406313825,4.865773608300148
cell_1037-RY,0.4147892899796524,0.8810837688400668,0.4112349046371241,0.30500982572769786,0.6054094543396712
cell_1038-RY,1.7696161823571368,0.8053506217026382,0.9908183971992814,0.41818927120618044,0.9677630639951368
cell_1039-RY,9.82445832204525,6.3895570776716974,9.15268495294298,8.31212363202896,12.091718545444618
cell_104-RY,0.834312010540225,0.0,0.7558878898311081,0.05178898780820085,0.2153803971487786
cell_1040-RY,5.637341345319589,4.662079858234454,6.167609177083495,4.587733041950524,6.988717023675313
cell_1041-RY,9.404786738693534,11.371847181115847,8.27524178134094,8.080507733389842,8.827571160367928
cell_1042-RY,0.8607331536919208,1.9253029093291762,0.4673147750258963,0.6041592668531407,1.7498336813404234
cell_1043-RY,0.46156637555227714,3.2186369787814773,2.8564378595776514,2.891385428855377,3.388466960619864
cell_1044-RY,7.606391673296695,6.803395518725879,7.717099791997354,5.901978526260387,8.915163185707721
cell_1045-RY,0.1157208088827129,1.0329023448157126,0.3551141337447106,0.0,0.8364638371478633
cell_1046-RY,1.8781910573298548,1.515530148620949,1.2762328635052111,0.3060398662841733,0.181822955952828
cell_1047-RY,1.8010990718920457,1.8085808478484338,2.818800083304943,1.6043474594688507,4.109081044544659
cell_1048-RY,13.085925589385415,7.552535005769587,10.950232234730223,9.416114834012872,12.201967555781092
cell_1049-RY,7.58142845349762,7.19255271825672,9.659671098092547,6.198016946436328,6.027669519729399
cell_105-RY,0.16793059667586638,0.47426676003345086,0.4122648567258071,0.3830858421542828,0.11379857312362886
cell_1050-RY,15.516339261061086,12.667766077574845,16.126414319561125,13.851281734618858,14.250561151640408
cell_1051-RY,17.69655612242448,9.058240525813487,14.31747217624059,11.829935275737224,15.618812150793216
cell_1052-RY,0.15164645921120537,1.1896593709328342,1.396079102406391,1.1696006453310686,0.7707269112546633
cell_1053-RY,6.422461051827045,4.524503484530407,3.6553742525115855,4.364893730108932,2.6410763226058798
cell_1054-RY,0.6034227386887858,1.2623528338198962,0.3291968280480819,0.18936490146459276,0.8632562844649981
cell_1055-RY,7.657117896277383,4.996554455503999,7.203616005126854,5.9742974463139085,8.761732061736145
cell_1056-RY,0.5354394259406771,1.0032491915645438,1.828853731681332,0.8294750554533228,2.555668443396732
cell_1057-RY,1.776888784697022,0.014577369207356602,0.5132013671063316,0.6206987835276766,0.0
cell_1058-RY,1.1411483648840721,1.034482855781305,1.3812886811976022,1.997167918658092,0.9451468115625103
cell_1059-RY,0.6050511248210492,1.5933677118617788,0.30581422283026044,0.7887153529463424,1.3506355104001901
cell_106-RY,1.7694245962696546,3.2170392144607414,4.245162539092077,2.0129770800272246,2.39810967496285
cell_1060-RY,0.8307602230933899,0.5422372838106626,0.652637698909702,0.5775673631014706,0.3602986657289019
cell_1061-RY,0.24415513586534845,0.7734509499220458,0.9847186168716029,0.6213819710021437,0.4254488115760948
cell_1062-RY,9.163706715558856,5.349976383183406,8.347293558289987,6.558809172596706,8.687687475202333
cell_1063-RY,7.138099415755591,5.995982284234704,7.6107968538187425,5.451584079667128,5.454133704513894
cell_1064-RY,7.636687854051303,4.996853521177988,7.784075241273052,5.5182720276940325,5.722158578146717
cell_1065-RY,0.4422022333873717,1.4801304800704487,1.6645773956616718,1.473107634904866,1.59818350954256
cell_1066-RY,0.0,0.2285896599599115,0.335315779345709,0.0,0.23139528274634164
cell_1067-RY,5.3989084154830955,3.8694883514197294,6.760813980615436,3.7660934429718003,6.103107543373291
cell_1068-RY,0.6884442546361438,1.0369560840744654,1.6267319711756014,0.4636683430851812,0.606483678523224
cell_1069-RY,1.9313992458610159,0.3204505219708769,2.084638376373002,0.37620484062289283,0.5415795925756691
cell_107-RY,10.307777940084712,7.407544955490162,11.26144550990995,7.495948116203873,8.343302585459245
cell_1070-RY,0.26242898430146183,0.4391985263654884,0.25310046176147144,0.4235396514936585,0.10162036171384049
cell_1071-RY,5.06484530622231,2.8254915016128272,4.333078629842095,3.3845057753204166,3.536210815634896
cell_1072-RY,1.1574351528026612,4.793264671618739,4.3781841463590645,2.771222011190145,2.048884813781652
cell_1073-RY,2.0354309402583866,1.0967823310151517,1.1356648379143013,2.3584793146105096,1.212125019080824
cell_1074-RY,0.0,0.8681945052515292,0.6269762124781393,0.0,0.7787966580053481
cell_1075-RY,0.3571905544995123,1.1291599155873344,0.0,0.224185632460126,0.4303129585398019
cell_1076-RY,10.13680217169687,7.888655642550421,9.592253034304575,10.218706444854181,8.11817901297966
cell_1077-RY,0.27496789752133,0.24447249832665313,0.4218989984543665,0.9259566666927449,0.3726653154591981
cell_1078-RY,0.38763093669258764,0.837949714803951,1.9627223684462525,2.4703405077309077,0.8755967915192823
cell_1079-RY,0.18284026516329532,0.9179989234087105,0.5386412044976957,1.1440402440469293,0.594730300169129
cell_108-RY,0.03221672467502899,1.1053105654651958,0.0,0.5599488336429065,0.0
cell_1080-RY,0.6574573451402084,0.4837587609824601,2.2262609021357163,1.4480844366075194,2.1815487065036177
cell_1081-RY,6.55757596748796,9.246263284802733,8.147794371398922,8.82697691055198,9.132124767794377
cell_1082-RY,1.5402712830553233,1.2888913157242476,2.1025456215567293,1.615489828701357,1.90757699256984
cell_1083-RY,2.9866018613296847,2.2626262311379794,3.356738900979649,2.312415765291869,4.03109845129344
cell_1084-RY,1.399102182284998,1.3350791513812403,0.7833654526842873,1.0985473238255652,0.598803133963105
cell_1085-RY,3.4283101983365425,3.6478184932543942,3.156151649936248,4.096564261104529,4.366018790984822
cell_1086-RY,8.126482753642348,4.707127809295307,6.127204436850685,4.337933056196454,7.668252827780057
cell_1087-RY,15.961626192477603,10.021656991500215,15.550911679769802,12.63239032623819,14.4491237108473
cell_1088-RY,12.498300932535805,7.3071739317088005,11.64335102632438,7.036421742599224,9.059657459024365
cell_1089-RY,0.907295406330575,0.6470627249242493,1.3414929467791241,0.6988719431052881,1.1178743934136277
cell_109-RY,6.078415893048343,6.057269560533848,6.036993481192191,4.3276029354023615,7.820634722531516
cell_1090-RY,6.302375853027846,4.540223416524602,7.4161641127102165,3.8709492292191197,6.229617390131813
cell_1091-RY,0.2757866257088031,0.9102865458881626,2.106372650758584,0.6657446169379264,0.9552026288241335
cell_1092-RY,3.5517179945582638,2.6503420546976213,3.663033061854247,3.2297562451340895,3.8211531798283205
cell_1093-RY,7.380734024763529,8.151701193981353,8.968233862806507,6.630075049072376,7.005569115060739
cell_1094-RY,10.231596762086106,8.420712497815817,12.449612691028136,9.649808708565836,10.104586367922893
cell_1095-RY,8.524624600263214,4.836598888287178,7.298503127307715,6.377845356852161,8.066535900688555
cell_1096-RY,0.8242548458448516,2.0568803642108175,0.6142835530104669,0.626767581410815,1.795365902081251
cell_1097-RY,0.6087823687395107,0.0,0.8469079641415599,0.3879720640260098,0.11001142341217418
cell_1098-RY,0.41312877317263647,0.43877827282025017,1.7163713475227629,0.3175973678365369,1.0767604143519858
cell_1099-RY,11.6286953460922,6.071375170983904,9.119537563288207,7.061059246212463,9.002750917826624
cell_11-RY,0.0,1.774938383262299,0.4111008212467425,0.4435060030382552,1.037506388947621
cell_110-RY,13.13329474258059,8.515891227131341,11.393278238154561,9.307157962576747,13.029429116363849
cell_1100-RY,2.4729881078176,3.3124034013373223,2.9438799455791345,2.9063490605186098,4.0939650304525355
cell_1101-RY,0.13178881736942416,0.38598078422930326,0.6268545118403509,0.7873869749458082,1.1163376170840376
cell_1102-RY,3.7220246852588597,4.152762219241792,4.741137574288459,2.837875217896628,3.0457225522619917
cell_1103-RY,10.874005500848343,6.173725754131386,9.95266017030573,8.480213730729707,7.753733111196519
cell_1104-RY,0.0,1.698962938533828,0.6124876063540804,0.6728717508228832,1.958840551613068
cell_1105-RY,0.28286218675011926,1.9882603853632939,1.446705528975794,2.064862530969029,2.2746292697240125
cell_1106-RY,0.16311783739214658,0.1876822633487325,0.5005620863100962,0.08859688146782758,0.2763429880212242
cell_1107-RY,0.02827444504838134,0.42587845884840786,1.8047369982473445,0.7617154184351415,2.3375499823096852
cell_1108-RY,1.9562102374471002,1.3851089619808035,2.124156466135499,1.6836676826184458,1.5295737425819056
cell_1109-RY,12.511674494159005,6.56574828116373,11.122966391108028,8.661602448750674,16.426531401167285
cell_111-RY,0.3390698567259384,0.807544816039871,1.2806259863409752,0.407995430087628,0.7069892452539001
cell_1110-RY,0.0,1.3932807783400283,0.3606686451262636,0.9504541266028828,1.150428731995214
cell_1111-RY,9.179293873019354,6.8973926422547205,7.9906938417668085,5.820043130788865,7.870672993751971
cell_1112-RY,2.948241184130123,0.7689579727408102,0.09399803340437625,0.74867229923598,0.2075722323323731
cell_1113-RY,0.251039684231165,0.4901604254762935,0.10271588531284259,0.5635854738285266,0.0
cell_1114-RY,0.6396258480778669,1.1979085041575728,1.3833272228047468,0.5690915459545418,0.3302430444371346
cell_1115-RY,3.4906457680033283,3.7114886192833483,2.574761871302009,1.989858917176212,2.6041590916824404
cell_1116-RY,16.110083893441146,9.147711316256016,14.536027054434049,11.537492205466803,16.829462363418312
cell_1117-RY,0.33388660030552814,1.2433061449343974,0.4508251789090081,1.479810584268415,0.5882735521409316
cell_1118-RY,3.4238934670632313,7.883823822877237,5.923382229652132,5.102251270168229,8.12851971637493
cell_1119-RY,0.5216594716461717,0.586576491369802,0.6403296111457697,0.21250313476552352,0.08837594920886115
cell_112-RY,0.0,0.6076008205875632,0.3819785500399173,0.015024047408875887,0.0
cell_1120-RY,9.32291825527807,5.373777042226233,6.978703084359426,6.306709785472948,8.91051047433235
cell_1121-RY,0.037172551980780684,0.9798328831356191,0.06844317140462262,0.8560619901322537,0.7053219415540335
cell_1122-RY,0.41617740634586337,0.7835741431830977,0.7875633001136431,0.30139373211501885,1.1280944853632662
cell_1123-RY,11.711013022319966,6.402854161935763,10.313760680189647,9.104455102514724,10.370304584692395
cell_1124-RY,1.0714877993069973,0.8104025960498299,0.4299810307255498,0.5551144641257835,0.0
cell_1125-RY,0.03301428648514381,0.5525238003675211,1.6007204735357006,0.9754787109970886,0.7606551643861081
cell_1126-RY,0.5663671946283663,0.9626768924447423,1.021086320737797,0.7690508900188998,0.23987505809149529
cell_1127-RY,1.1909321639803316,1.2101159614439458,0.25060326162233953,0.0,2.075240694967864
cell_1128-RY,1.3008692771132058,1.088560913008639,1.3765505244531635,0.8186380316632786,2.188644076369924
cell_1129-RY,1.4125782289517976,0.9604062047941972,1.2191623341872984,1.1124935229476467,0.5384458336359669
cell_113-RY,0.412079864297636,0.3183012664892842,1.4591024871036702,2.4930074930189323,1.5895593458407904
cell_1130-RY,0.08245695944816032,0.5174967883398321,0.0,0.28663173388650043,0.6705258849827279
cell_1131-RY,1.3651316183442601,0.6255645795337851,0.5984570435101211,0.8756365720982928,1.18939464986275
cell_1132-RY,2.5121844025929305,3.4024226962995248,4.225771047382781,4.625095904789437,3.102128895308608
cell_1133-RY,1.2666332012163888,0.410716030089034,0.0,0.7430047728460701,0.9441707419906373
cell_1134-RY,3.301905542592854,2.8869996442340295,3.533421471168674,2.3452394704271105,3.987418581795483
cell_1135-RY,0.6975081766556744,0.5836713580447,0.13377834458017612,0.22730947235931875,0.23633404756694637
cell_1136-RY,0.5929122954977631,1.1382174023249698,0.6207632896105238,0.8638202054134172,0.28361537255775043
cell_1137-RY,11.796083404463646,6.127827495800616,10.260087018406743,7.800105245957755,10.333004734378932
cell_1138-RY,3.2848489680294306,3.171629086184229,3.9493957142250338,3.491452526554531,3.9040366537142486
cell_1139-RY,0.20513455962446778,1.4876816483459998,0.8812991803606282,0.38624947168559737,1.1120794254624695
cell_114-RY,0.6205939388089993,1.0522858662414714,1.0223758859905976,1.4618342090230247,0.398412925284436
cell_1140-RY,3.1876645824755543,1.1060041608299107,1.0259205120299437,0.0,0.5795466917900469
cell_1141-RY,0.07241249925348152,0.30297208830825356,1.2443944376176383,0.7708796636105427,1.0304805934359667
cell_1142-RY,2.982526061000124,2.3397777277334617,2.9237220553633407,2.0159360018554673,2.750963397553518
cell_1143-RY,0.41364921297268564,0.37760683108598847,0.9231791796274237,1.1111057557051314,0.7644828682226119
